"","YEAR","SEASON","BOX","ELEVATION","NEST.TYPE","NEST.ID","M.RFID","M.ID","M.TOIC","F.RFID","F.ID","F.TOIC","FIRST.EGG","J.FIRST.EGG","CLUTCH","BROOD","MEANMASS","CV","NOTES"
"158",2017,"16_17","29A","H","INITIAL","N_382","0110179D38","B_957","7/13/2017","0700EE2E31","B_703","7/5/2016","6/20/2017",171,5,5,11.618,0.0428399705422027,""
"159",2017,"16_17","34","H","INITIAL","N_392","030003735A","B_107","11/12/2014","0700EDA11E","B_307","7/7/2015","7/1/2017",182,5,5,11.83,0.0607123401200406,""
"160",2017,"16_17","5","H","INITIAL","N_406","030001D152","B_86","11/5/2014","0300026CA0","B_245","6/24/2015","6/7/2017",158,NA,NA,NA,NA,"DEPREDATED RENESTED IN BOX 5A H"
"161",2017,"16_17","6","H","INITIAL","N_416","0700EDD82A","B_148","11/26/2014","0700ED9998","B_754","11/21/2016","6/10/2017",161,6,NA,NA,NA,"DEPREDATED BEFORE HATCHING"
"162",2017,"16_17","7","H","INITIAL","N_425","030002B8FF","B_197","1/1/2015","0700EDE73A","B_436","9/21/2015","6/7/2017",158,6,5,12.19,0.0493980942324023,""
"163",2017,"16_17","8A","H","INITIAL","N_436","","","","","","","6/6/2017",157,5,NA,NA,NA,"DEPREDATED BEFORE HATCHING"
"164",2017,"16_17","B15","H","INITIAL","N_442","0700EE4471","B_689","6/30/2016","0700EE3453","B_690","6/30/2016","6/12/2017",163,5,5,12.284,0.0648822186824431,""
"165",2017,"16_17","B29","H","INITIAL","N_443","0700EDD51F","B_608","1/24/2016","0300027217","B_257","6/28/2015","6/17/2017",168,7,3,12.14,0.0928398568842969,""
"166",2017,"16_17","B33","H","INITIAL","N_444","","","","","","","6/10/2017",161,NA,NA,NA,NA,"DEPREDATED BEFORE CLUTCH COMPLETE RENESTED IN SAME BOX WHICH WAS DEPREDATED BEFORE HATCHING"
"167",2017,"16_17","B5-1","H","INITIAL","N_446","0300025F50","B_80","11/5/2014","030002F09C","B_228","6/18/2015","",NA,NA,NA,NA,NA,"UNCLEAR IF EGGS LAID CHIPMUNK FOUND IN NEST RENESTED IN BOX B9 H WHICH WAS DEPREDATED BEFORE CLUTCH COMPLETE"
"168",2018,"17_18","1","H","INITIAL","N_448","0700EDADD1","B_1050","11/11/2017","0110179DD5","B_1008","9/1/2017","5/28/2018",148,2,NA,NA,NA,"NEST ABANDONED DURING INCUBATION."
"169",2018,"17_18","1-1","H","INITIAL","N_449","0700EDBFAD","B_738","11/9/2016","011017987F","B_958","7/13/2017","5/31/2018",151,8,7,12.9885714285714,0.0641313916394619,""
"170",2018,"17_18","10","H","INITIAL","N_450","0700EE2693","B_56","9/19/2014","0700ED9998","B_754","11/21/2016","5/24/2018",144,8,8,13.1025,0.0265664267604429,""
"171",2018,"17_18","11-C","H","INITIAL","N_451","0110179D38","B_957","7/13/2017","01101795EF","B_1169","6/27/2018","",NA,6,NA,NA,NA,""
"172",2018,"17_18","12","H","INITIAL","N_453","0700EE00BC","B_723","10/26/2016","01101796AE","B_966","8/13/2017","5/31/2018",151,6,3,12.56,0.0481934584408329,""
"173",2018,"17_18","12A","H","INITIAL","N_454","0700EE2818","B_298","7/4/2015","0700ED985B","B_1043","9/15/2017","5/28/2018",148,8,8,12.21,0.0353433321335299,""
"174",2018,"17_18","13","H","INITIAL","N_455","0700EE20B2","B_250","6/26/2015","","","","5/24/2018",144,6,6,12.3833333333333,0.0384803602228984,""
"175",2018,"17_18","15","H","INITIAL","N_458","0700EDC3CB","B_306","7/7/2015","0700EDD2A3","B_781","12/19/2016","5/24/2018",144,9,8,12.4525,0.0498590007129572,"1 UNHATCHED EGG IN NEST AT D16."
"176",2018,"17_18","17-1","H","INITIAL","N_460","0700EE0329","B_706","7/6/2016","0700ED9947","B_776","12/7/2016","5/26/2018",146,7,5,11.852,0.065893836581118,""
"177",2018,"17_18","17-3","H","INITIAL","N_461","0700EDDAA7","B_1120","1/12/2018","0700ED990E","B_1031","9/15/2017","6/2/2018",153,6,6,12.1333333333333,0.0603973378992067,""
"178",2018,"17_18","18A","H","INITIAL","N_462","011017A0F6","B_1167","6/27/2018","0700EE1015","B_1168","6/27/2018","6/1/2018",152,8,8,11.72,0.050872545003297,""
"179",2018,"17_18","1A","H","INITIAL","N_463","0700EDAB8F","B_1152","6/18/2018","0110179A53","B_989","8/28/2017","5/20/2018",140,7,7,11.82,0.0166145497142193,""
"180",2018,"17_18","21A","H","INITIAL","N_464","0700EE34A2","B_320","8/21/2015","0700EE1410","B_1014","9/8/2017","5/23/2018",143,7,7,12.8114285714286,0.0434510105563714,"TINY QUILLS FOUND IN CHICKS DURING BANDING ON D16."
"181",2018,"17_18","22","H","INITIAL","N_465","0700EE4300","B_722","10/26/2016","0700EE2C5B","B_279","7/1/2015","5/26/2018",146,7,5,12.872,0.0383018410281548,""
"182",2018,"17_18","22-B","H","INITIAL","N_469","0700ED9AAB","B_41","9/5/2014","0700EE2E31","B_703","7/5/2016","6/2/2018",153,7,7,13.1785714285714,0.0438720047967983,""
"183",2018,"17_18","24-1","H","INITIAL","N_471","0700EDF64A","B_17","8/29/2014","0700EDC0C6","B_733","11/7/2016","5/31/2018",151,8,7,13.1057142857143,0.0763316564085848,""
"184",2018,"17_18","26","H","INITIAL","N_474","01101797F0","B_961","8/13/2017","0700ED9084","B_724","10/26/2016","6/6/2018",157,8,8,11.98,0.167337363652553,""
"185",2018,"17_18","28-1A","H","INITIAL","N_477","01101799A2","B_1023","9/8/2017","0700ED8BD1","B_750","11/21/2016","5/24/2018",144,6,5,8.856,0.15935737720831,"AT D16 CHICKS UNDERDEVELOPED AND BEGGING EXCESSIVELY."
"186",2018,"17_18","28-2","H","INITIAL","N_478","0700ED98EA","B_519","11/11/2015","011017975A","B_1015","9/8/2017","6/6/2018",157,8,8,12.68,0.0780603450816426,""
"187",2018,"17_18","29-3","H","INITIAL","N_480","0700EDD4DE","B_752","11/21/2016","011017A83A","B_998","8/28/2017","5/23/2018",143,8,5,10.428,0.135851365476545,""
"188",2018,"17_18","29A","H","INITIAL","N_483","0110179BAB","B_791","12/22/2016","0700EDCB97","B_732","11/7/2016","5/25/2018",145,7,5,12.666,0.0501158751014649,"AT D16 1 UNHATCHED PARTIALLY DEVELOPED EGG IN NEST."
"189",2018,"17_18","31","H","INITIAL","N_487","0700EDD65F","B_751","11/21/2016","0700ED9194","B_1172","7/3/2018","6/7/2018",158,6,6,12.9266666666667,0.0446777971937768,""
"190",2018,"17_18","31-2","H","INITIAL","N_488","0700EDA702","B_730","11/7/2016","01101799DA","B_963","8/13/2017","6/6/2018",157,5,4,12.265,0.0419372559564615,"ONE UNHATCHED EGG AT D16."
"191",2018,"17_18","33","H","INITIAL","N_491","01103F8DF7","B_728","11/7/2016","0700EDA11E","B_307","7/7/2015","5/26/2018",146,6,5,12.744,0.0309308457907896,""
"192",2018,"17_18","33-2","H","INITIAL","N_492","0700EDDE2F","B_243","6/24/2015","0700EE0395","B_721","10/26/2016","6/3/2018",154,7,7,12.7585714285714,0.0380800721645624,""
"193",2018,"17_18","33-5","H","INITIAL","N_493","0700EDF415","B_495","11/6/2015","0700ED870D","B_1010","9/1/2017","5/28/2018",148,7,5,13,0.0237404605569399,""
"194",2018,"17_18","35-1","H","INITIAL","N_495","0700EE42B1","B_1027","9/11/2017","0700EE3C13","B_742","11/14/2016","5/25/2018",145,7,6,12.0733333333333,0.0438332346114758,""
"195",2018,"17_18","35-1A","H","INITIAL","N_496","0700EDB721","B_778","12/19/2016","0700ED865D","B_1173","7/5/2018","6/9/2018",160,8,8,12.42125,0.0870429617367324,""
"196",2018,"17_18","39","H","INITIAL","N_500","0700EE32A9","B_739","11/14/2016","0700EDE518","B_1170","6/28/2018","6/2/2018",153,6,NA,NA,NA,"NEST PREDATED AFTER NESTLINGS HATCHED."
"197",2018,"17_18","40","H","INITIAL","N_503","0700EE1431","B_46","9/5/2014","0700ED97C3","B_1122","1/17/2018","6/1/2018",152,6,6,12.0733333333333,0.0484823195059795,""
"198",2018,"17_18","43","H","INITIAL","N_507","011017A28B","B_787","12/22/2016","0700EDEDF9","B_1039","9/15/2017","5/30/2018",150,4,3,9.98333333333333,0.0441682089664451,""
"199",2018,"17_18","43-2","H","INITIAL","N_509","011017A7DF","B_192","1/1/2015","0700EDB70E","B_748","11/21/2016","5/26/2018",146,8,7,12.0514285714286,0.0478243231124241,"ONE UNHATCHED EGG IN NEST AT D16."
"200",2018,"17_18","4A","H","INITIAL","N_516","030002B8FF","B_197","1/1/2015","0300026CA0","B_245","6/24/2015","5/22/2018",142,6,4,12.965,0.0486942819593417,"TWO UNHATCHED EGGS IN NEST AT D16."
"201",2018,"17_18","5-2","H","INITIAL","N_518","0700EDD82A","B_148","11/26/2014","0700EDABF7","B_746","11/21/2016","5/23/2018",143,7,3,12.74,0.0318936415289011,"FOUR UNHATCHED EGGS IN NEST AT D16."
"202",2018,"17_18","6A","H","INITIAL","N_533","0110172D2E","B_768","11/30/2016","010799F978","B_766","11/30/2016","5/29/2018",149,8,8,12.41375,0.0561154143975532,""
"203",2018,"17_18","7A","H","INITIAL","N_538","0110179CC6","B_990","8/28/2017","0700EE1132","B_1104","1/1/2018","6/1/2018",152,8,8,11.2275,0.085156045929417,""
"204",2018,"17_18","B11","H","INITIAL","N_550","011017A3DB","B_804","12/30/2016","011017A375","B_1080","12/6/2017","5/24/2018",144,7,6,12.5983333333333,0.0579374668786279,""
"205",2018,"17_18","B17","H","INITIAL","N_551","0700EE4471","B_689","6/30/2016","0700EE3453","B_690","6/30/2016","5/23/2018",143,7,6,12.2816666666667,0.0390195469321197,"ONE DEAD NESTLING FOUND AT D16 OTHER SIX NESTLINGS BANDED."
"206",2018,"17_18","B18","H","INITIAL","N_552","030003371B","B_260","6/28/2015","01101798AA","B_1087","12/13/2017","6/2/2018",153,7,NA,NA,NA,"ABANDONED DURING INCUBATION."
"207",2018,"17_18","B2","H","INITIAL","N_553","0700EDB49C","B_1052","11/11/2017","0700EE08CB","B_1054","11/18/2017","5/25/2018",145,6,6,13.315,0.0531543338975583,""
"208",2018,"17_18","B24","H","INITIAL","N_554","0700EDD6B2","B_1079","12/6/2017","0110179DD1","B_1164","6/24/2018","5/27/2018",147,7,7,12.8528571428571,0.0702746202559522,""
"209",2018,"17_18","B27","H","INITIAL","N_555","0700EDD51F","B_608","1/24/2016","0700EE0933","B_1090","12/13/2017","5/27/2018",147,7,NA,NA,NA,"MISSED BANDING ON D16 ONE DEAD CHICK IN NEST 10 JULY 2018 NEST COLLECTED."
"210",2018,"17_18","B28","H","INITIAL","N_556","01101796CF","B_1171","6/28/2018","0700EDE04B","B_714","7/9/2016","6/1/2018",152,8,8,11.4325,0.0691949007652482,""
"211",2018,"17_18","B32","H","INITIAL","N_557","0700ED8A15","B_700","7/5/2016","0700EDF137","B_1166","6/27/2018","5/30/2018",150,7,7,11.4985714285714,0.0237344254636789,""
"212",2018,"17_18","B9","H","INITIAL","N_558","0300025F50","B_80","11/5/2014","011017A0B1","B_785","12/22/2016","5/22/2018",142,8,7,11.14,0.113945852109543,""
"213",2019,"18_19","1","H","INITIAL","N_559","UNKNOWN","","","UNKNOWN","","","6/9/2019",160,6,NA,NA,NA,"Clutch abandoned prehatch."
"214",2019,"18_19","1-1","H","INITIAL","N_560","01101705A3","B_779","12/19/2016","0700ED990E","B_1031","9/15/2017","6/9/2019",160,6,NA,NA,NA,"Brood depredated before D16."
"215",2019,"18_19","10","H","INITIAL","N_561","0700EE2693","B_56","9/19/2014","0700ED9998","B_754","11/21/2016","6/9/2019",160,7,7,13.0871428571429,0.0275210502822865,""
"216",2019,"18_19","14A","H","INITIAL","N_564","UNKNOWN","","","UNKNOWN","","","6/9/2019",160,6,NA,NA,NA,"Clutch abandoned prehatch."
"217",2019,"18_19","15","H","INITIAL","N_566","0110172346","B_720","10/26/2016","0700EDD2A3","B_781","12/19/2016","6/6/2019",157,7,6,12.23,0.12963790177361,""
"218",2019,"18_19","17","H","INITIAL","N_568","0110173D14","B_767","11/30/2016","0700EDDF34","B_1073","11/29/2017","6/4/2019",155,6,3,13.1566666666667,0.0489425096215956,""
"219",2019,"18_19","17-2","H","INITIAL","N_569","0700EE0329","B_706","7/6/2016","0700ED9947","B_776","12/7/2016","6/6/2019",157,6,2,11.175,0.0132879126665928,""
"220",2019,"18_19","17-3","H","INITIAL","N_570","UNKNOWN","","","UNKNOWN","","","6/6/2019",157,NA,NA,NA,NA,"Nest abandoned before clutch complete"
"221",2019,"18_19","17A","H","INITIAL","N_571","0110172D2E","B_768","11/30/2016","0700ED985B","B_1043","9/15/2017","6/6/2019",157,9,8,12.08375,0.0502604434532009,""
"222",2019,"18_19","18-3","H","INITIAL","N_572","0700EE20B2","B_250","6/26/2015","0700EE0395","B_721","10/26/2016","6/11/2019",162,4,4,13.035,0.0432457201547252,""
"223",2019,"18_19","2-1","H","INITIAL","N_574","0700EDBFAD","B_738","11/9/2016","0110179A53","B_989","8/28/2017","6/18/2019",169,6,6,12.3216666666667,0.0618812877732551,""
"224",2019,"18_19","21-1","H","INITIAL","N_575","0700EE4300","B_722","10/26/2016","0700ED9084","B_724","10/26/2016","6/9/2019",160,7,5,11.72,0.0896777569004898,""
"225",2019,"18_19","21A","H","INITIAL","N_576","011017A0F6","B_1167","6/27/2018","011016D3AB","B_1311","7/1/2019","6/5/2019",156,6,NA,NA,NA,"Nestlings found dead before D16 likely died D9-10."
"226",2019,"18_19","22B","H","INITIAL","N_581","UNKNOWN","","","0700EE2E31","B_703","7/5/2016","6/5/2019",156,5,4,12.9225,0.0599529419619703,"Male not seen."
"227",2019,"18_19","24-1","H","INITIAL","N_583","0700EDF64A","B_17","8/29/2014","0700EDC0C6","B_733","11/7/2016","6/4/2019",155,7,7,13.0157142857143,0.0650261632853492,""
"228",2019,"18_19","28-1C","H","INITIAL","N_589","UNKNOWN","","","UNKNOWN","","","6/9/2019",160,NA,NA,NA,NA,"Nest abandoned before clutch complete."
"229",2019,"18_19","29A","H","INITIAL","N_593","0110179BAB","B_791","12/22/2016","0700EDCB97","B_732","11/7/2016","6/4/2019",155,7,7,12.9,0.0550369399560875,""
"230",2019,"18_19","22B-2","H","INITIAL","N_594","0700EDB225","B_1072","11/29/2017","011016BD62","B_1310","7/1/2019","6/5/2019",156,8,8,13.04625,0.0614200553290075,""
"231",2019,"18_19","3-2","H","INITIAL","N_595","UNKNOWN","","","0700EDC782","B_1199","12/22/2018","6/2/2019",153,7,NA,NA,NA,"Clutch depredated prehatch."
"232",2019,"18_19","31-2","H","INITIAL","N_598","0700EDA702","B_730","11/7/2016","01101799DA","B_963","8/13/2017","6/13/2019",164,6,6,12.2033333333333,0.0432204894927545,""
"233",2019,"18_19","32","H","INITIAL","N_599","0700EDDE2F","B_243","6/24/2015","0700EE2C5B","B_279","7/1/2015","6/10/2019",161,7,7,13.0428571428571,0.0323130425566363,"All nestlings depredated after D16."
"234",2019,"18_19","33-2","H","INITIAL","N_602","01103F8DF7","B_728","11/7/2016","0700EDA11E","B_307","7/7/2015","6/11/2019",162,4,4,11.4625,0.0112034795405864,"Nestlings were depredated after D16. Parents stopped visitation on the 19th"
"235",2019,"18_19","33-5","H","INITIAL","N_603","0700EDF415","B_495","11/6/2015","0700ED870D","B_1010","9/1/2017","6/8/2019",159,7,NA,NA,NA,"Nestlings died before D8. Nestlings appeared fine but were dead in the nest potentially from loss of a parent."
"236",2019,"18_19","34","H","INITIAL","N_604","0700EDC3CB","B_306","7/7/2015","01101796A6","B_780","12/19/2016","6/7/2019",158,5,4,13.975,0.0325535522661699,""
"237",2019,"18_19","35","H","INITIAL","N_605","0700ED8E2B","B_304","7/6/2015","0700EE3C13","B_742","11/14/2016","6/11/2019",162,6,6,12.685,0.0510429427995613,""
"238",2019,"18_19","38-1","H","INITIAL","N_609","0700EDB721","B_778","12/19/2016","011016B5C8","B_1309","7/1/2019","6/5/2019",156,6,6,12.47,0.0633591501705143,""
"239",2019,"18_19","41","H","INITIAL","N_614","0110170CC0","B_1177","8/31/2018","0700ED97C3","B_1122","1/17/2018","6/10/2019",161,4,3,12.9566666666667,0.0278527314842083,""
"240",2019,"18_19","43-2","H","INITIAL","N_621","011017A7DF","B_192","1/1/2015","0700EDB70E","B_748","11/21/2016","6/3/2019",154,8,8,12.42875,0.0673267231167587,""
"241",2019,"18_19","43B","H","INITIAL","N_623","UNKNOWN","","","UNKNOWN","","","6/11/2019",162,NA,NA,NA,NA,"Depredated before clutch complete."
"242",2019,"18_19","5","H","INITIAL","N_628","0700EDD82A","B_148","11/26/2014","01101796AE","B_966","8/13/2017","6/10/2019",161,5,5,12.232,0.0705053148197988,""
"243",2019,"18_19","6","H","INITIAL","N_636","UNKNOWN","","","UNKNOWN","","","6/9/2019",160,6,NA,NA,NA,"Clutch abandoned prehatch."
"244",2019,"18_19","6A","H","INITIAL","N_647","0700EDAB8F","B_1152","6/18/2018","011017987F","B_958","7/13/2017","6/7/2019",158,8,8,12.085,0.0451755150067827,""
"245",2019,"18_19","8A","H","INITIAL","N_661","030002B8FF","B_197","1/1/2015","011017A2FF","B_1206","1/11/2019","6/10/2019",161,6,6,11.4216666666667,0.0915979335328933,""
"246",2019,"18_19","9A","H","INITIAL","N_667","0110179CC6","B_990","8/28/2017","0700EE1132","B_1104","1/1/2018","6/4/2019",155,5,2,12.855,0.0643574433285306,""
"247",2019,"18_19","B12","H","INITIAL","N_668","0700EE4471","B_689","6/30/2016","0700EE3453","B_690","6/30/2016","5/30/2019",150,11,5,12.952,0.05011814293164,"4 unhatched eggs in nest."
"248",2019,"18_19","B16","H","INITIAL","N_669","0700EE3C50","B_1107","1/1/2018","011017A375","B_1080","12/6/2017","6/3/2019",154,7,7,12.5871428571429,0.0207612218527996,""
"249",2019,"18_19","B19","H","INITIAL","N_670","0700ED87B1","B_1032","9/15/2017","011016E4E3","B_1308","7/1/2019","6/6/2019",157,6,6,11.7316666666667,0.0889393050771357,""
"250",2019,"18_19","B30","H","INITIAL","N_671","011017A58B","B_1096","12/22/2017","UNKNOWN","","","6/3/2019",154,4,NA,NA,NA,"Clutch depredated prehatch."
"251",2019,"18_19","B31","H","INITIAL","N_672","0700EDE460","B_289","7/2/2015","0110179DD1","B_1164","6/24/2018","6/8/2019",159,6,6,12.855,0.0353336138574115,""
"252",2019,"18_19","B32","H","INITIAL","N_673","011016C70D","B_1313","7/6/2019","0700EDE04B","B_714","7/9/2016","6/7/2019",158,9,7,11.7657142857143,0.069272724963795,""
"253",2019,"18_19","B6","H","INITIAL","N_674","0700EDC75C","B_775","12/7/2016","011017A0B1","B_785","12/22/2016","5/30/2019",150,6,5,13.098,0.051661392542054,""
"254",2020,"19_20","1","H","INITIAL","N_675","011016DEED","B_1237","3/18/2019","011016CF2B","B_1215","3/11/2019","6/1/2020",153,7,NA,NA,NA,"ABANDONED"
"255",2020,"19_20","1-1","H","INITIAL","N_676","","","","0110179A53","B_989","8/28/2017","5/29/2020",150,NA,NA,NA,NA,"DEPREDATED"
"256",2020,"19_20","1-2","H","INITIAL","N_677","0700ED99D6","B_1221","3/11/2019","0700EE021D","B_1528","7/13/2020","6/12/2020",164,6,3,11.5233333333333,0.119569262506567,"INITIAL FOR FEMALE RENEST FOR MALE NESTLINGS INJURED BY STRING IN NEST"
"257",2020,"19_20","10","H","INITIAL","N_678","0700EE2693","B_56","9/19/2014","0700EE1C36","B_754","11/21/2016","5/31/2020",152,8,8,13.01,0.0519256482541669,""
"258",2020,"19_20","10A","H","INITIAL","N_679","","","","0700EE1132","B_1104","1/1/2018","5/30/2020",151,NA,NA,NA,NA,"DEPREDATED_RFID detected multiple birds but male unknown"
"259",2020,"19_20","12","H","INITIAL","N_681","011017A3F5","B_988","8/28/2017","UNBANDED","","","6/10/2020",162,7,6,11.0383333333333,0.0423582617204429,"Female likely deceased before day 8 posthatch"
"260",2020,"19_20","13","H","INITIAL","N_683","0700EE411B","B_1176","8/31/2018","0700ED92CC","B_1178","8/31/2018","6/1/2020",153,6,5,11.776,0.0221895737236135,""
"261",2020,"19_20","14A","H","INITIAL","N_684","0110172D2E","B_768","11/30/2016","0700ED985B","B_1043","9/15/2017","5/31/2020",152,9,9,12.3544444444444,0.0511222911619988,""
"262",2020,"19_20","15","H","INITIAL","N_685","011016F3AF","B_720","10/26/2016","0700EDA8F3","B_781","12/19/2016","5/30/2020",151,6,6,11.72,0.0299438217219864,""
"263",2020,"19_20","15A","H","INITIAL","N_687","0700EDD5E4","B_707","7/6/2016","0110179B9F","B_1091","12/13/2017","5/31/2020",152,7,7,11.7957142857143,0.0573331428602444,""
"264",2020,"19_20","16","H","INITIAL","N_689","0110173D14","B_767","11/30/2016","0700EDE882","B_1524","7/6/2020","6/4/2020",156,6,5,12.964,0.0354014533386242,""
"265",2020,"19_20","17-1","H","INITIAL","N_690","0700EE300D","B_706","7/6/2016","0700EE16D0","B_776","12/7/2016","5/30/2020",151,7,NA,NA,NA,"ABANDONED"
"266",2020,"19_20","17A","H","INITIAL","N_691","0700ED936A","B_1042","9/15/2017","0700EDFB0A","B_1518","6/27/2020","6/1/2020",153,6,6,9.80333333333333,0.215163448360724,""
"267",2020,"19_20","18-3","H","INITIAL","N_692","0700EE20B2","B_250","6/26/2015","0700EDDE9D","B_721","10/26/2016","6/6/2020",158,4,4,12.455,0.0592781114774218,""
"268",2020,"19_20","19A","H","INITIAL","N_693","0700EE3BE3","B_1523","7/4/2020","0700EE395C","B_1457","12/27/2019","6/1/2020",153,8,4,10.865,0.0785354587390403,""
"269",2020,"19_20","21","H","INITIAL","N_696","","","","011016AE4D","B_1246","3/24/2019","6/7/2020",159,7,NA,NA,NA,"DEPREDATED_0700EDF0D5 seen in/near nest"
"270",2020,"19_20","21A-1","H","INITIAL","N_698","011017A5E3","B_762","11/30/2016","0700EE1410","B_1014","9/8/2017","5/27/2020",148,7,7,12.1428571428571,0.0308272711394541,""
"271",2020,"19_20","22-3","H","INITIAL","N_700","0700EE1BDC","B_722","10/26/2016","0700EDFAF0","B_733","11/7/2016","6/1/2020",153,7,5,12.38,0.0525785478524228,""
"272",2020,"19_20","22B-1","H","INITIAL","N_703","0700EDF92F","B_1519","6/28/2020","0700EDA714","B_748","11/21/2016","5/31/2020",152,6,4,11.0725,0.102051642688822,""
"273",2020,"19_20","24","H","INITIAL","N_707","UNKNOWN","","","0700EDFCD4","B_724","10/26/2016","6/11/2020",163,5,2,10.165,0.271990901568067,""
"274",2020,"19_20","27","H","INITIAL","N_710","01101742EF","B_1348","9/2/2019","0700EDFC00","B_1202","12/26/2018","6/3/2020",155,6,6,10.9216666666667,0.0886345979283614,""
"275",2020,"19_20","28-1B","H","INITIAL","N_712","011017A0B2","B_1185","9/25/2018","0700EDBA12","B_703","7/5/2016","6/2/2020",154,6,6,11.345,0.0421207414789612,""
"276",2020,"19_20","28-1C","H","INITIAL","N_713","0700EE173B","B_1529","7/13/2020","0700EDCA97","B_1527","7/12/2020","6/7/2020",159,6,4,13.05,0.0788664225541481,""
"277",2020,"19_20","28-3","H","INITIAL","N_714","","","","0700EDFDF8","B_1517","6/27/2020","6/2/2020",154,6,NA,NA,NA,"ABANDONED"
"278",2020,"19_20","29-1","H","INITIAL","N_715","01101799A2","B_1023","9/8/2017","011016E4E1","B_1365","9/20/2019","6/4/2020",156,5,5,NA,NA,""
"279",2020,"19_20","29A","H","INITIAL","N_717","011016A380","B_791","12/22/2016","0700ED8F05","B_732","11/7/2016","5/30/2020",151,7,7,NA,NA,""
"280",2020,"19_20","3-2","H","INITIAL","N_719","0700EDA89B","B_738","11/9/2016","01103F6B2D","B_1217","3/11/2019","6/2/2020",154,6,NA,NA,NA,"DEPREDATED"
"281",2020,"19_20","30","H","INITIAL","N_720","0700ED9291","B_751","11/21/2016","0110174182","B_1400","9/25/2019","6/5/2020",157,5,5,12.528,0.0690520283340218,""
"282",2020,"19_20","31-2","H","INITIAL","N_723","01101723FC","B_961","8/13/2017","01101799DA","B_963","8/13/2017","6/1/2020",153,6,5,12.63,0.0530630673947591,""
"283",2020,"19_20","32","H","INITIAL","N_726","01103F78B9","B_1220","3/11/2019","UNB!","","","5/31/2020",152,4,NA,NA,NA,"ABANDONED_RFID detected male PIT"
"284",2020,"19_20","33-5","H","INITIAL","N_728","01103F8DF7","B_728","11/7/2016","0700EE3159","B_307","7/7/2015","6/2/2020",154,5,2,10.135,0.0634896073882347,"FEMALE AND 2 NESTLINGS FOUND DEAD IN NEST"
"285",2020,"19_20","34","H","INITIAL","N_729","","","","","","","6/4/2020",156,NA,NA,NA,NA,"ABANDONED"
"286",2020,"19_20","35","H","INITIAL","N_730","011016D443","B_1259","3/29/2019","01101721D8","B_780","12/19/2016","6/3/2020",155,6,5,9.91,0.0806255675295184,""
"287",2020,"19_20","36","H","INITIAL","N_731","0700EDC542","B_1516","6/27/2020","0700ED870D","B_1010","9/1/2017","5/30/2020",151,7,NA,NA,NA,"ABANDONED"
"288",2020,"19_20","4-1","H","INITIAL","N_739","0700EE43AE","B_1209","1/11/2019","0700EDDC12","B_1197","12/22/2018","5/29/2020",150,7,5,12.23,0.047364413566511,""
"289",2020,"19_20","40-1","H","INITIAL","N_740","01101797D6","B_1406","10/1/2019","0700ED97C3","B_1122","1/17/2018","5/29/2020",150,5,4,12.685,0.0537551945782756,""
"290",2020,"19_20","43","H","INITIAL","N_742","","","","","","","6/7/2020",159,6,NA,NA,NA,"DEPREDATED"
"291",2020,"19_20","43-2","H","INITIAL","N_745","0700EE1A1F","B_1522","6/28/2020","0700EE2362","B_755","11/21/2016","5/31/2020",152,7,7,11.18,0.0529871434502637,""
"292",2020,"19_20","43A","H","INITIAL","N_746","0700EDBEBF","B_757","11/21/2016","","","","5/27/2020",148,5,2,13.34,0.0063607806403588,"FEMALE NEVER TRAPPED"
"293",2020,"19_20","43B","H","INITIAL","N_747","01101705A3","B_779","12/19/2016","011016A407","B_1031","9/15/2017","6/1/2020",153,6,5,11.846,0.0629416794832848,""
"294",2020,"19_20","43D","H","INITIAL","N_748","","","","","","","6/2/2020",154,NA,NA,NA,NA,"DEPREDATED"
"295",2020,"19_20","5-2","H","INITIAL","N_752","0700EDD82A","B_148","11/26/2014","0700EDE39B","B_966","8/13/2017","5/30/2020",151,6,5,13.034,0.0439687069095053,""
"296",2020,"19_20","5A","H","INITIAL","N_761","0700EDAB8F","B_1152","6/18/2018","011017987F","B_958","7/13/2017","6/1/2020",153,8,NA,NA,NA,"DEPREDATED FEMALE DEAD IN BOX"
"297",2020,"19_20","7","H","INITIAL","N_770","011016AA87","B_1222","3/13/2019","0700EE3EBF","B_1407","10/1/2019","5/29/2020",150,7,7,9.77285714285714,0.085750535152109,""
"298",2020,"19_20","7A","H","INITIAL","N_777","011017A0F6","B_1167","6/27/2018","0700EDD683","B_1200","12/22/2018","5/31/2020",152,6,NA,NA,NA,"DEPREDATED"
"299",2020,"19_20","8A","H","INITIAL","N_784","0700EDB504","B_1198","12/22/2018","0700EE1892","B_1409","10/1/2019","6/10/2020",162,5,NA,NA,NA,"ABANDONED_female deceased"
"300",2020,"19_20","B10","H","INITIAL","N_792","0700EE29AB","B_1196","12/22/2018","0700EDA0E4","B_1049","11/11/2017","5/30/2020",151,6,6,11.5466666666667,0.0891917412270511,""
"301",2020,"19_20","B12","H","INITIAL","N_793","0700ED994A","B_689","6/30/2016","0700EDD1AD","B_690","6/30/2016","5/27/2020",148,7,7,11.7714285714286,0.153551121098027,""
"302",2020,"19_20","B18","H","INITIAL","N_794","0700EE3C50","B_1107","1/1/2018","0700EE04C6","B_1502","6/17/2020","5/19/2020",140,6,NA,NA,NA,"ABANDONED"
